Variable,A,A,A,A,B,B,B,B,C,C,C,C
168,0.35701578103148807,0.38617652942239894,0.07691905949508379,0.1798886300510292,0.0,0.0,0.6003475341349307,0.39965246586506925,0.0,0.13487014020240204,0.865129859797598,0.0
169,0.5924477392121159,0.0,0.16438462737852116,0.24316763340936307,0.13607919711703098,0.0,0.8639208028829689,0.0,0.4439904992030093,0.0,0.03556611247847214,0.5204433883185187
170,0.6920400562263543,0.0,0.19527676314069878,0.11268318063294684,0.0,0.9575768199195607,0.04242318008043925,0.0,0.6661919628080557,0.10288871451224757,0.2309193226796967,0.0
171,0.4441534868919847,0.2033987873947033,0.35244772571331195,0.0,0.24131126986721207,0.30463990099844224,0.4324861810894384,0.02156264804490733,0.0,0.0,1.0,0.0
172,0.8880978902004336,0.0,0.1119021097995665,0.0,0.25,0.25,0.25,0.25,0.10667688801299682,0.11184933403989934,0.474148849984439,0.3073249279626648
173,0.25,0.25,0.25,0.25,0.32954014004270216,0.0,0.6082315670068565,0.06222829295044124,0.03319328321058968,0.3175583923573783,0.3647974207272864,0.28445090370474574
174,0.2505851216152172,0.4483244066810592,0.3010904717037236,0.0,0.0,0.0,0.9348844794771557,0.06511552052284435,0.0,0.177084444286749,0.822915555713251,0.0
175,0.0,0.21459452444562435,0.4826227028749702,0.30278277267940534,0.0,0.3689668118995883,0.0,0.6310331881004116,0.0,0.0,0.5099970222144112,0.4900029777855888
176,0.3068634411310199,0.0,0.6931365588689801,0.0,0.0,0.2570647769196535,0.19154663773186018,0.5513885853484863,0.08291018582892543,0.11935824448170165,0.6277261113151377,0.17000545837423522
177,0.07778378662070173,0.0,0.4127319815241961,0.5094842318551022,0.0,0.0,0.7915525092348978,0.20844749076510224,0.25,0.25,0.25,0.25
178,0.25,0.25,0.25,0.25,0.012031831587031768,0.6071179577754111,0.3581859467885999,0.022664263848957002,0.25,0.25,0.25,0.25
179,0.49689966154659493,0.11755621848192241,0.3855441199714827,0.0,0.1476836388081542,0.0,0.3906430517535221,0.4616733094383237,0.0,0.0,0.9849578995451737,0.015042100454826483
180,0.35659080571413126,0.2393902852290007,0.2568336714582685,0.1471852375985996,0.3423237564703532,0.47575892753710014,0.18191731599254674,0.0,0.5990504697035907,0.10926775616746082,0.2916817741289485,0.0
181,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.03255504029322546,0.3730078607699074,0.16721384913480028,0.427223249802067
182,0.036940318479970743,0.7186786938428615,0.0,0.24438098767716768,0.7021814977455884,0.0,0.29781850225441153,0.0,0.46846604785871143,0.5315339521412885,0.0,0.0
183,0.1278553353437131,0.43607233232814346,0.43607233232814346,0.0,0.07445989070325018,0.0,0.6966183855918259,0.2289217237049239,0.0,0.023074272368659283,0.40091689118518625,0.5760088364461545
184,0.0,0.9739647455464476,0.02603525445355231,0.0,0.45666766592278446,0.0,0.0,0.5433323340772156,0.25,0.25,0.25,0.25
185,0.0,0.06239837795086185,0.47498099708262936,0.4626206249665087,0.3705350229800223,0.25892995403995545,0.0,0.3705350229800223,0.05380583880631424,0.0,0.5745997384336976,0.3715944227599882
186,0.390169444044363,0.0564239429639786,0.5534066129916584,0.0,0.0,0.06945409314064653,0.0,0.9305459068593536,0.26386864246915176,0.5235046408743984,0.0,0.21262671665644986
187,0.14953508491647619,0.0,0.8504649150835238,0.0,0.4117554600272285,0.012384337602098134,0.18554387022734262,0.3903163321433306,0.0,0.16976842362799666,0.8302315763720033,0.0
188,0.5413162444725553,0.26038782015300366,0.19829593537444096,0.0,0.6388708085020476,0.28396200979756403,0.013114521555597084,0.06405266014479141,0.31889512213811777,0.29374245886623035,0.1648453046054485,0.2225171143902034
189,0.4665645052151622,0.0,0.10276263580787007,0.43067285897696767,0.4907787569931111,0.4219051861025043,0.0,0.08731605690438451,0.0,0.5846718262688053,0.4153281737311946,0.0
190,0.7010477881399149,0.2989522118600851,0.0,0.0,0.25,0.25,0.25,0.25,0.0,0.3570983531880908,0.6429016468119091,0.0
191,0.5677891399288313,0.0,0.0,0.43221086007116866,0.647099903175643,0.0,0.3185057171133603,0.03439437971099672,0.0,0.0,1.0,0.0
192,0.17123638005797037,0.3224449564040996,0.33921451356837773,0.16710414996955225,0.0,0.0,0.0,1.0,0.0,0.013972362396433244,0.0,0.9860276376035668
193,0.5544195280462472,0.0,0.2457686841634652,0.19981178779028755,0.25,0.25,0.25,0.25,0.2279796966780666,0.15044768410135012,0.6215726192205833,0.0
194,0.6569489620029509,0.0,0.0,0.34305103799704906,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
195,0.44558744877843276,0.07779109607370796,0.25065884449469267,0.22596261065316664,0.0,0.6066992641044852,0.0,0.39330073589551484,0.0,0.964238401100803,0.03576159889919698,0.0
196,0.10019021539428015,0.13641844276359216,0.43769616132911443,0.32569518051301316,0.2564981358000717,0.4167245797310391,0.18255844854494455,0.14421883592394455,0.0,1.0,0.0,0.0
197,0.7580986327908419,0.241901367209158,0.0,0.0,0.985359969014412,0.01464003098558797,0.0,0.0,0.7115004308814401,0.2186363329921511,0.0,0.06986323612640882
198,0.4939179099297655,0.11225374478940829,0.39382834528082616,0.0,0.23547407290469732,0.2333299877350359,0.26559796968013333,0.26559796968013333,0.6559989466887978,0.34400105331120234,0.0,0.0
199,0.0,0.731414082678006,0.18363241092370206,0.08495350639829198,0.25,0.25,0.25,0.25,1.0,0.0,0.0,0.0
200,0.23550741919942314,0.0,0.08338193194404132,0.6811106488565355,0.0,0.0,0.19606762755742285,0.8039323724425771,0.25,0.25,0.25,0.25
201,0.0,1.0,0.0,0.0,0.0,0.27887680449232244,0.535233964091661,0.18588923141601643,0.16696517487447224,0.41376132658213993,0.4192734985433878,0.0
202,0.0,0.8809704942543068,0.11902950574569311,0.0,0.22414447464783027,0.47446683849616955,0.0,0.3013886868560001,0.0,0.404739658871948,0.5952603411280519,0.0
203,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.7606900406048388,0.23930995939516117,0.0
204,0.39226987222166654,0.36349116746749294,0.0,0.24423896031084041,0.0,0.7223565648066759,0.2776434351933241,0.0,0.0,0.0,0.5153912357992896,0.4846087642007104
205,0.0,0.0,0.6797515920252766,0.3202484079747235,0.21913139243605217,0.43396564268149246,0.2663757204935763,0.08052724438887904,0.0,0.0,0.5087237843967984,0.4912762156032015
206,0.1491284169067427,0.8508715830932573,0.0,0.0,0.2877177865031381,0.25834439383362334,0.33938909036604015,0.11454872929719835,0.0,0.5667817699632828,0.16443650998802306,0.2687817200486942
207,0.7726088874649519,0.0,0.22739111253504815,0.0,0.7691522268473545,0.2308477731526455,0.0,0.0,0.16813893047984815,0.0,0.2681263785715831,0.5637346909485688
208,0.0,0.5,0.0,0.5,0.31303388769877744,0.0,0.0,0.6869661123012226,0.0,0.47566110986135723,0.4682860983784991,0.05605279176014381
209,0.3907783595464621,0.23704010752101545,0.1876093524848341,0.18457218044768844,0.0,0.2794133491802167,0.49624152070858796,0.22434513011119533,0.17037360337047813,0.0,0.829626396629522,0.0
210,0.5605027365288058,0.4394972634711943,0.0,0.0,0.0,0.37300893792874273,0.6269910620712573,0.0,0.0,0.3219174120697095,0.1735731483556964,0.504509439574594
211,0.6155034456413458,0.3844965543586541,0.0,0.0,0.29324381477787015,0.6398960208404587,0.0668601643816711,0.0,0.34860517227700993,0.0,0.65139482772299,0.0
212,0.7126536346234702,0.2873463653765298,0.0,0.0,0.3151213412715513,0.6848786587284487,0.0,0.0,0.0,0.0,1.0,0.0
213,0.5492719604844364,0.0,0.4379396783358053,0.012788361179758189,0.8127657930106311,0.18723420698936882,0.0,0.0,0.0,1.0,0.0,0.0
214,0.0,0.14965165791017987,0.4970718083596558,0.3532765337301643,0.0,0.0,0.7282664795962391,0.2717335204037609,0.42311181148569466,0.2742931051110797,0.0,0.3025950834032256
215,0.25,0.25,0.25,0.25,0.7367507725973627,0.0,0.0,0.26324922740263723,0.0,0.0,0.7438119243114983,0.25618807568850166
216,0.4277680273917461,0.3059488558866808,0.028353211497247358,0.23792990522432578,0.0,0.4126309806241779,0.5873690193758221,0.0,0.3092448657943953,0.19366253009919182,0.4970926041064129,0.0
217,0.5181177288540989,0.22280168161605193,0.12030063267605859,0.13877995685379044,0.2996035183375028,0.14936698963118877,0.5510294920313084,0.0,0.0,0.33084267412078716,0.0,0.669157325879213
218,0.25,0.25,0.25,0.25,0.19108047574868717,0.2094043980578888,0.599515126193424,0.0,0.17243614942746482,0.29577755632101005,0.4736463023406052,0.058139991910919966
219,1.0,0.0,0.0,0.0,0.42173533384597556,0.47318723797305035,0.10507742818097417,0.0,0.7806118271469874,0.21938817285301263,0.0,0.0
220,0.25,0.25,0.25,0.25,0.5504706578275304,0.25641356822811745,0.1931157739443522,0.0,0.0,0.14829876651281734,0.8517012334871826,0.0
221,0.42978984264273534,0.33995161521220035,0.23025854214506425,0.0,0.0,0.11783294098925955,0.38532335210283747,0.49684370690790297,0.0,0.09228244131244236,0.5863220006039276,0.3213955580836301
222,0.0,0.33413024475511094,0.0,0.6658697552448891,0.2878354437794967,0.0,0.0,0.7121645562205032,0.25707075391167533,0.0,0.7429292460883247,0.0
223,0.46787625879615874,0.5216986944228706,0.010425046780970731,0.0,0.0,0.08644277274512804,0.4790395711392348,0.4345176561156372,0.25,0.25,0.25,0.25
224,0.3038536269618866,0.0,0.0,0.6961463730381133,0.14822618172603966,0.2767684432026448,0.0,0.5750053750713154,0.0,0.24984146936499305,0.10104024718622637,0.6491182834487805
225,0.003682756511645705,0.630025016631709,0.0,0.3662922268566453,0.2009942287689172,0.3816222530200039,0.10501222585668522,0.3123712923543938,0.2712273904046933,0.2637559093203006,0.4256935137646707,0.03932318651033534
226,0.0,0.6476047094822219,0.35239529051777796,0.0,0.13974058993596308,0.632360472556789,0.1787484193494793,0.04915051815776865,0.0,0.2608231751359241,0.7391768248640758,0.0
227,0.2459320455691138,0.1233777353710099,0.06384079603200458,0.5668494230278718,0.2868412230019148,0.23120160203917228,0.48195717495891294,0.0,0.0,0.0,0.0,1.0
228,0.702529302321353,0.0,0.2974706976786469,0.0,1.0,0.0,0.0,0.0,0.6471488114484775,0.0,0.25902191008948733,0.09382927846203519
229,0.3992654397848428,0.579585633502876,0.0,0.02114892671228113,0.17425150279003818,0.0,0.48881545165984985,0.33693304555011194,0.0,0.11759548382907001,0.06138329063564478,0.8210212255352852
230,0.5470322799159331,0.4529677200840669,0.0,0.0,0.051546460968696105,0.5434406998540379,0.005147038223610058,0.39986580095365587,0.0,0.0,1.0,0.0
231,0.25,0.25,0.25,0.25,0.0,0.7572358851475677,0.0,0.24276411485243232,0.32840117186069523,0.0,0.38914510174422573,0.28245372639507893
232,0.2916494525008349,0.3937689244173566,0.016837225551038306,0.29774439753077014,0.11178275864232838,0.8882172413576715,0.0,0.0,0.0379783496229532,0.45246332726022864,0.2947153074219994,0.2148430156948187
233,0.0,0.0,0.5865199166682339,0.41348008333176617,0.05392657986636925,0.27218991174237006,0.6738835083912607,0.0,0.0,0.04979528964310167,0.5083868494877088,0.4418178608691894
234,0.025641624676669948,0.0,0.0,0.9743583753233301,0.38814526082997325,0.38814526082997325,0.0,0.22370947834005359,0.1403531283941828,0.0,0.009285855823452227,0.8503610157823649
235,0.11774123597226296,0.0,0.35264139790924265,0.5296173661184944,0.6098850700889101,0.3458245481256297,0.04429038178546009,0.0,0.0,0.0,0.5381820961910757,0.46181790380892423
236,0.7797586826372819,0.0,0.0,0.2202413173627181,0.0,0.0,0.8427409146729861,0.15725908532701408,0.0,0.2609581248756189,0.7390418751243811,0.0
237,0.06262439108974949,0.4679685544841667,0.41264067411398175,0.056766380312102044,0.5496198621746875,0.0,0.0,0.45038013782531255,0.0,0.13175321512973645,0.5195996889970176,0.34864709587324605
238,0.0,0.0,1.0,0.0,0.29996500746447186,0.2288982269893564,0.20800486694417175,0.263131898602,0.0,0.0,1.0,0.0
239,0.5891856001374132,0.0,0.32060091137622954,0.09021348848635732,0.3089541137678128,0.0,0.0,0.6910458862321872,0.0,0.0,0.8905991060480958,0.10940089395190424
240,0.7289486916574089,0.07425574123144447,0.07533433972738726,0.12146122738375936,0.057181809353529435,0.0,0.9428181906464707,0.0,0.21504050214506587,0.0,0.6627403971744394,0.12221910068049477
241,0.0,0.38101454520912614,0.0,0.6189854547908737,0.34409800399989665,0.5120652500088165,0.1438367459912868,0.0,0.25,0.25,0.25,0.25
242,0.49366866407507365,0.09425061037782066,0.4120807255471057,0.0,0.0,0.9070008273610025,0.0,0.09299917263899737,0.0,0.6971675118343027,0.0,0.30283248816569736
243,0.6883865327391554,0.31161346726084466,0.0,0.0,0.0,0.3633562107630675,0.01835787634646456,0.618285912890468,0.0,0.0,1.0,0.0
244,0.3910683283297081,0.3407965965950027,0.16461823621787816,0.103516838857411,0.5814146364737651,0.0,0.4185853635262348,0.0,0.0,0.31963046018879,0.10847023823165883,0.5718993015795512
245,0.6334176079527875,0.2569747321547185,0.1096076598924941,0.0,0.5077073999163682,0.40307524773275377,0.0,0.08921735235087787,0.19284080373182352,0.35135217079444775,0.4558070254737287,0.0
246,0.25,0.25,0.25,0.25,0.3675889330170139,0.561322857429373,0.07108820955361302,0.0,0.3295987927709614,0.0,0.0,0.6704012072290387
247,0.0,0.06575031206806727,0.0,0.9342496879319327,1.0,0.0,0.0,0.0,0.0,0.8540135075279877,0.1459864924720124,0.0
248,0.7197271693749607,0.0,0.28027283062503927,0.0,0.0,0.23947548245653735,0.11103820896758465,0.649486308575878,0.0,0.0,1.0,0.0
249,0.0,0.23264055832384875,0.0,0.7673594416761513,0.1981423546710875,0.0,0.0,0.8018576453289126,0.0,0.0,0.0,1.0
250,0.0,0.0,0.23199398476058813,0.7680060152394119,0.4328943630843807,0.40001654473247045,0.16708909218314882,0.0,0.0,0.0,0.3418957945603283,0.6581042054396716
251,0.0,0.5545091012869571,0.0,0.44549089871304287,0.0,0.9396852013620773,0.0603147986379227,0.0,0.326111309493508,0.6738886905064919,0.0,0.0
252,0.12970824434045636,0.38976484024876673,0.1883672607032011,0.2921596547075759,0.0,0.0,0.5,0.5,0.40173813377140133,0.0,0.5982618662285987,0.0
253,0.09181805605193485,0.4499674876031535,0.0,0.45821445634491176,0.6533727988012211,0.0,0.13757344101200433,0.20905376018677452,0.0,0.9294934216446318,0.042918874539783,0.02758770381558523
254,0.0,0.6190039572198506,0.02949347678373908,0.35150256599641017,0.4774599598783986,0.0,0.03208147897513164,0.49045856114646974,0.7263889639266045,0.0,0.0,0.2736110360733955
255,0.6893767724604111,0.0,0.0028765492282639476,0.30774667831132496,1.0,0.0,0.0,0.0,0.11900800407224804,0.7010956379895622,0.17989635793818967,0.0
256,0.762639838721404,0.0004354984663847968,0.0,0.23692466281221125,0.36188665168704076,0.0,0.6381133483129592,0.0,0.0,0.0,1.0,0.0
257,0.7104540016558883,0.28954599834411165,0.0,0.0,0.0,0.8003593554527287,0.19964064454727126,0.0,0.4038222523685552,0.0,0.0,0.5961777476314448
258,0.0,0.5708625317735233,0.4162097522180422,0.0129277160084344,0.10422610480913753,0.0,0.8735387033397805,0.022235191851081963,0.25,0.25,0.25,0.25
259,0.7612111959995965,0.2387888040004036,0.0,0.0,0.32314105126356385,0.0,0.676858948736436,0.0,0.14654743883448998,0.19378868112381756,0.3568813607143849,0.3027825193273075
260,0.3190352881060718,0.04981745780493351,0.25270694353553413,0.37844031055346056,0.3621754263375083,0.1368690705779327,0.44454582113056323,0.056409681953995754,0.25813916350164967,0.0,0.38022130013116273,0.36163953636718765
261,0.0,0.2329770933041965,0.7670229066958035,0.0,0.19935063516999565,0.7820706387740268,0.0,0.018578726055977542,0.2191683738188853,0.5987147192369455,0.0,0.18211690694416924
262,0.25,0.25,0.25,0.25,0.3000436791157924,0.6220544524088304,0.0,0.0779018684753772,0.0,1.0,0.0,0.0
263,0.7282033269872062,0.0,0.25803417282560154,0.013762500187192255,0.32350768874866925,0.0,0.0,0.6764923112513308,0.0,0.12546576904675494,0.0,0.874534230953245
264,1.0,0.0,0.0,0.0,0.25,0.25,0.25,0.25,0.6660760420295163,0.27094394207957423,0.0,0.06298001589090942
265,0.4654838108964719,0.0,0.5345161891035282,0.0,0.19679027278089894,0.2764789166224596,0.0,0.5267308105966415,0.1641427440954915,0.1621525079088367,0.2945248215246311,0.37917992647104065
266,0.0,0.15615982470052955,0.8438401752994704,0.0,0.15055663787783236,0.5094098319514476,0.34003353017071997,0.0,0.9555632596200317,0.04443674037996813,0.0,0.0
267,0.0,0.0721612776156784,0.8351733336930492,0.09266538869127244,0.481308958920391,0.518691041079609,0.0,0.0,0.0,0.5921295835236646,0.4078704164763355,0.0
268,0.3975091946375949,0.3975091946375949,0.0,0.20498161072481033,0.0,0.0,0.0,1.0,0.09976300270109541,0.43719499071641366,0.3721865602671026,0.09085544631538824
269,0.22678177585529788,0.6517003042047637,0.12151791993993839,0.0,0.3277394866869079,0.19789534518553917,0.0,0.4743651681275529,0.0,0.4314505737071445,0.5685494262928555,0.0
270,0.3548144939004808,0.28894948049867775,0.044160084833590095,0.3120759407672514,0.0,0.18313055066029754,0.8168694493397025,0.0,0.46215712762127686,0.0,0.4777108751103298,0.060131997268393446
271,0.32267923579786495,0.0,0.18779924744646126,0.4895215167556738,0.020559712414345236,0.5295146776699204,0.18919737160894767,0.26072823830678665,0.09160269796976156,0.0,0.7070108831068261,0.20138641892341239
272,0.6534499936621686,0.3465500063378313,0.0,0.0,0.4879457271800372,0.02410854563992562,0.4879457271800372,0.0,0.0,0.44102915200142373,0.0,0.5589708479985762
273,0.15876178787053769,0.36728324338634205,0.47395496874312026,0.0,0.0,0.410832344795869,0.1486623777571336,0.44050527744699736,0.0,0.0,1.0,0.0
274,0.18595993578426362,0.24926815262089574,0.5647719115948405,0.0,0.0,0.0,0.9278963483299337,0.07210365167006626,0.0,0.5853141675859386,0.0,0.41468583241406143
275,1.0,0.0,0.0,0.0,0.4058365762507472,0.0,0.4658923653163075,0.12827105843294523,0.0,0.16261806831716163,0.7906069732959713,0.04677495838686694
276,0.37266974179207696,0.3176529904610845,0.0,0.30967726774683857,0.03699608446956312,0.2582179151790921,0.0,0.7047860003513449,0.0,0.29174717008875517,0.7082528299112449,0.0
277,0.0,0.8589556788781232,0.14104432112187693,0.0,0.25,0.25,0.25,0.25,0.0,0.0,0.7904420509265846,0.20955794907341538
278,0.0,1.0,0.0,0.0,0.05784654742688584,0.7181201009766112,0.11010411475109923,0.11392923684540375,0.0,0.07297475458083164,0.4375181072060323,0.4895071382131361
279,0.0,0.1047287454104977,0.8952712545895022,0.0,0.0,0.2607101885134712,0.5603027712726761,0.1789870402138525,0.41281176894936705,0.0,0.587188231050633,0.0
280,0.0,0.9003709852815467,0.09962901471845333,0.0,0.19785446625682784,0.34923761912401646,0.0,0.4529079146191557,0.0,0.23245384792900958,0.2325905817638726,0.5349555703071177
281,0.6025860058295556,0.0,0.0,0.39741399417044443,0.0,0.0,1.0,0.0,0.034896345453214205,0.5600861385303215,0.0,0.40501751601646446
282,0.0,0.5328121205002113,0.021586379427348534,0.4456015000724402,0.07473882174306937,0.34186892388312246,0.25701533314572184,0.32637692122808637,0.14411582228467656,0.11272310806366428,0.3853033893997168,0.35785768025194237
283,0.5110946053092343,0.298676900687993,0.0,0.19022849400277264,0.0,0.5275283664069692,0.15040732625904896,0.3220643073339819,0.7865426737309076,0.0,0.0,0.21345732626909242
284,0.5632725909248523,0.24105288953050516,0.17295701077146822,0.02271750877317433,0.6984944605226134,0.019445523443353985,0.28206001603403263,0.0,0.0,0.8644586167381028,0.13554138326189724,0.0
285,0.0,0.4360556627759422,0.5287755403127489,0.03516879691130893,0.7942060889458289,0.20201089904040162,0.003783012013769449,0.0,0.0,0.0,0.0,1.0
286,0.0,0.29025270988706664,0.0,0.7097472901129335,0.11548026903210841,0.5194166719173884,0.3651030590505032,0.0,0.0,0.0797866646329504,0.6241612836434001,0.2960520517236494
287,0.0,0.8184708702538833,0.0,0.18152912974611668,0.3381211972688674,0.6618788027311326,0.0,0.0,0.25,0.25,0.25,0.25
